Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude,Known_For2,Known_For22,Average_Rating,Total_Reviews,Known_For,Category_Encoded,Locality_Encoded
The Calorie Kitchen,"Healthy Food, Continental, Modern Indian",-0.4315996869428438," Good Earth City Center, Sector 50, Gurgaon",4.0,-0.4141922901236014,3.9,0.039189479892552906,https://www.zomato.com/ncr/the-calorie-kitchen-sector-50,"2nd Floor, Good Earth City Center, Sector 50, Gurgaon",918811,28.42127893,77.05319837,"Casual Seating Area, Cute Little Place, Polite Staff, Reasonable Prices, Prompt Service, Timely Service",Unknown,3.95,3688,"Casual Seating Area, Cute Little Place, Polite Staff, Reasonable Prices, Prompt Service, Timely Service, Unknown",594,106
Zahra Restaurant & Cafe,"North Indian, Beverages",-0.7319731106880367," Jasola, New Delhi",4.0,-0.5836803292882281,4.0,-0.31705444600736027,https://www.zomato.com/ncr/zahra-restaurant-cafe-jasola-new-delhi,"Shop 84, Tikona Park, Jamia Nagar, Jasola, New Delhi",91750411,28.56236562,77.28842139,Unknown,Unknown,4.0,1257,"Unknown, Unknown",788,143
JW Lounge - JW Marriott New Delhi,"North Indian, Continental",2.271761126763893," JW Marriott New Delhi, New Delhi",4.0,-0.6349452300232078,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/jw-lounge-jw-marriott-new-delhi-aerocity-new-delhi,"Asset Area 4, Hospitality District, Aerocity, New Delhi",91114511,28.5532147,77.1219995,"Cheese Cigars, Chicken Tenders, Panneer Butter Masala, Panner Tikka, Daal Makhni, Spring Roll","Ample Seating Area, Packed on Weekends, Seating Arrangement, Main Course, Presentation, Decor",3.9821497120921308,132,"Cheese Cigars, Chicken Tenders, Panneer Butter Masala, Panner Tikka, Daal Makhni, Spring Roll, Ample Seating Area, Packed on Weekends, Seating Arrangement, Main Course, Presentation, Decor",932,135
Social Affaire,"Continental, American, Italian, North Indian, Chinese, Thai",1.671014279273507," Karol Bagh, New Delhi",4.0,-0.5878652191441449,3.0,-0.45600370754170283,https://www.zomato.com/ncr/social-affaire-1-karol-bagh-new-delhi,"17A/12, Ground Floor, Pusa Road, Near Metro Pillar 98, 99, Karol Bagh, New Delhi",9211,28.64516653,77.1902911,"Portions, Main Course, Great Food, Good Food, Menu, Staff",Unknown,3.5,368,"Portions, Main Course, Great Food, Good Food, Menu, Staff, Unknown",406,151
Panda Wokk,"Chinese, Thai, Seafood",0.018960448674945694," Greater Kailash 3 (GK3), New Delhi",4.0,-0.5815878843602698,4.1,-0.006812930988308519,https://www.zomato.com/ncr/panda-wokk-greater-kailash-gk-3-new-delhi,"23-24, Near HDFC Bank, Masjid Moth, Greater Kailash 3 (GK 3), New Delhi",91114111,28.53768361,77.23914854,"Lip Smacking Food, Economical, Reasonable Prices, Tasty Food, Seating, Good Service",Unknown,4.05,3235,"Lip Smacking Food, Economical, Reasonable Prices, Tasty Food, Seating, Good Service, Unknown",390,109
Urban Room,"Modern Indian, North Indian",0.9200807199105246," East of Kailash, New Delhi",4.0,-0.6318065626312703,3.964299424184261,-0.4844215791097435,https://www.zomato.com/ncr/urban-room-east-of-kailash-new-delhi,"F-39, Block F, East of Kailash, New Delhi",91704311,28.55519822,77.24316716,"Chinese, Portions, Courteous Staff, Decor, Main Course, Best Place",Unknown,3.9821497120921308,145,"Chinese, Portions, Courteous Staff, Decor, Main Course, Best Place, Unknown",721,87
Daitchi,"Chinese, Japanese, North Indian, Goan",0.16914716054754217," South Extension 2, New Delhi",4.0,-0.35141894228485077,3.964299424184261,-0.48583462244738085,https://www.zomato.com/ncr/daitchi-south-extension-2-new-delhi,"E-19-A, Main Market, South Extension 2, New Delhi",91112611,28.56812445,77.21980345,"Veg Fish, Achari Chaap Roll, Tandoori Chaap, Masala Chaap, Roomali Roti, Keema","Elegantly Decorated, Pocket Friendly, Good Crowd, Polite Staff, Quick Service, Owner",3.9821497120921308,404,"Veg Fish, Achari Chaap Roll, Tandoori Chaap, Masala Chaap, Roomali Roti, Keema, Elegantly Decorated, Pocket Friendly, Good Crowd, Polite Staff, Quick Service, Owner",334,362
Sardarji Malai Chaap Wale,"North Indian, Rolls",-1.0323465344332297," Subhash Nagar, New Delhi",4.0,-0.1986704625438909,3.8,0.2498899420158158,https://www.zomato.com/ncr/sardarji-malai-chaap-wale-subhash-nagar-new-delhi,"Shop 7, Subhash Nagar, New Delhi",91931411,28.63783116,77.11353801,"Best Location, Live Singing, Rooftop, Singer, Awesome Music, Cosy Place",Unknown,3.9,5236,"Best Location, Live Singing, Rooftop, Singer, Awesome Music, Cosy Place, Unknown",1105,368
Typsy Crow,"North Indian, Italian, Pizza, Chinese, Continental, Beverages",0.018960448674945694," SDA Market, SDA, New Delhi",4.0,0.13193583607352913,3.964299424184261,-0.48552061281679476,https://www.zomato.com/ncr/typsy-crow-sda-new-delhi,"C 8, 2nd Floor, SDA Market, SDA, New Delhi",91114211,28.54677953,77.19706569,Unknown,Unknown,3.9821497120921308,868,"Unknown, Unknown",1014,260
Longitude - Le Meridien,Cafe,1.5208275674009106," Le Meridien, Janpath, New Delhi",4.0,-0.6129745582796451,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/longitude-le-meridien-janpath-new-delhi,"Le Meridien, Windsor Place, Janpath, New Delhi",91844811,28.61874044,77.21868865,"Tandoori Pasta, Red Pasta, Farm Fresh Pizza, Mixed Sauce Pasta, Margarita Pizza, Cheese Garlic Bread","Cute Little Place, Low Price, Pocket Friendly, Great Recommendations, Good Crowd, Prompt Service",3.9821497120921308,153,"Tandoori Pasta, Red Pasta, Farm Fresh Pizza, Mixed Sauce Pasta, Margarita Pizza, Cheese Garlic Bread, Cute Little Place, Low Price, Pocket Friendly, Great Recommendations, Good Crowd, Prompt Service",162,169
White Hart Pizza,"Pizza, Fast Food, Desserts",-0.8821598225606332," Vasundhara, Ghaziabad",4.0,-0.48952030753010217,4.2,0.8642497842574907,https://www.zomato.com/ncr/white-hart-pizza-vasundhara-ghaziabad,"Near Agrasen Chowk, Vasundhara, Ghaziabad",9199111,28.65313395,77.35373586,"Location, Courteous Staff, Main Course, Great Place, Good Food, Ambience",Unknown,4.1,8871,"Location, Courteous Staff, Main Course, Great Place, Good Food, Ambience, Unknown",1155,403
Basil & Thyme,"Continental, European",1.8212009911461033," Sunder Nagar, New Delhi",4.0,-0.5899576640721033,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/basil-thyme-sunder-nagar-new-delhi,"28, Sunder Nagar Market, Sunder Nagar, New Delhi",91114411,28.60117488,77.24143211,"Meat Curry, Keema Kaleji, Mutton Biryani, Briyani, Chicken Biryani, Spicy Food","Office Crowd, Low Price, Great Recommendations, Polite Staff, Decent Place, Excellent Food",3.9821497120921308,175,"Meat Curry, Keema Kaleji, Mutton Biryani, Briyani, Chicken Biryani, Spicy Food, Office Crowd, Low Price, Great Recommendations, Polite Staff, Decent Place, Excellent Food",425,370
Anand Restaurant,"North Indian, Mughlai, Biryani",-0.7319731106880367," Connaught Place, New Delhi",4.0,0.20307896362411318,3.964299424184261,-0.48583462244738085,https://www.zomato.com/ncr/anand-restaurant-connaught-place-new-delhi,"15/96, Scindia House, Connaught Place, New Delhi",91112311,28.62902386,77.22092293,"Gobhi Samosa, Matar Samosa, Raj Kachori, Gulab Jamun, Sweets","Cordial Staff, Good Portions, Prompt Service, Good Place, Price, Quality",3.9821497120921308,934,"Gobhi Samosa, Matar Samosa, Raj Kachori, Gulab Jamun, Sweets, Cordial Staff, Good Portions, Prompt Service, Good Place, Price, Quality",1041,53
Kanwarji's,"Street Food, Chinese, North Indian, Mithai",-1.0323465344332297," Chandni Chowk, New Delhi",4.0,-0.40896117780370556,4.2,-0.48316554058739913,https://www.zomato.com/ncr/kanwarjis-chandni-chowk-new-delhi,"1972-1973, Corner Gali Paranthe, Opposite Central Bank, Chandni Chowk, New Delhi",91116511,28.65631881,77.2306855,"Mughlai Food, Chicken Curry, Fish Tikka, Tandoori Chicken","Family Restaurant, Friendly Service, Comfortable Seating, Excellent Food, Excellent Service, Portion Size",4.1,366,"Mughlai Food, Chicken Curry, Fish Tikka, Tandoori Chicken, Family Restaurant, Friendly Service, Comfortable Seating, Excellent Food, Excellent Service, Portion Size",1235,43
New Minar,"North Indian, Mughlai",0.46952058429273513," M Block Market, Greater Kailash 1 (GK1), New Delhi",4.0,-0.37652828142035105,4.2,-0.245617255049026,https://www.zomato.com/ncr/new-minar-greater-kailash-gk-1-new-delhi,"M-65, M Block Market, Greater Kailash (GK 1), New Delhi",9198111,28.55088087,77.23437589,"Gun Powder Dosa, Plain Masala Dosa, Vada Sambar, Raj Kachori, Spring Roll","Good for Large Groups, Ample Seating Area, Family Place, Family Crowd, Interior, Environment",4.1,1910,"Gun Powder Dosa, Plain Masala Dosa, Vada Sambar, Raj Kachori, Spring Roll, Good for Large Groups, Ample Seating Area, Family Place, Family Crowd, Interior, Environment",1032,174
Ds Dosa Factory,"South Indian, Chinese, North Indian",-0.4315996869428438," Vaishali, Ghaziabad",4.0,-0.4257007372273724,3.9,-0.31140227265681075,https://www.zomato.com/ncr/ds-dosa-factory-vaishali-ghaziabad,"Plot 1, Ground Floor, Near Mahagun Mall, Vaishali, Ghaziabad",91981111,28.64413727,77.33473442,"Aloo Poori, Rabri Faluda, Matar Kulcha, Raj Kachori, Idli, Dosa","Bang for the Buck, Cute Little Place, Good Crowd, Comfort Food, Low Price, Great Ambiance",3.95,1444,"Aloo Poori, Rabri Faluda, Matar Kulcha, Raj Kachori, Idli, Dosa, Bang for the Buck, Cute Little Place, Good Crowd, Comfort Food, Low Price, Great Ambiance",1216,399
Shyam Dairy,"North Indian, Chinese, South Indian, Street Food, Fast Food, Mithai, Desserts, Beverages",-0.807066466624335," Vasundhara, Ghaziabad",4.0,-0.39954517562789293,4.0,1.9789839728380916,https://www.zomato.com/ncr/shyam-dairy-1-vasundhara-ghaziabad,"21/22, Sector 15 C, Near Atal Chowk, Vasundhara, Ghaziabad",91987211,28.65527348,77.35957202,"Pocket Friendly, Polite Staff, Packing, Food Quality, Prices, Value for Money",Unknown,4.0,16057,"Pocket Friendly, Polite Staff, Packing, Food Quality, Prices, Value for Money, Unknown",925,403
Anupam Sweet,"Chinese, South Indian, Street Food, Mithai",-0.8821598225606332," Sector 15, Faridabad",4.0,-0.34723405242893407,4.2,0.3401677108093152,https://www.zomato.com/ncr/anupam-sweet-sector-15-faridabad,"SCF 74, Sector 15 Market, Sector 15, Faridabad",91129411,28.3948816,77.32219577,"Good Portions, Polite Staff, Price, Ambience, Experience, Quality",Unknown,4.1,5669,"Good Portions, Polite Staff, Price, Ambience, Experience, Quality, Unknown",375,283
Tasty Mornings,"North Indian, Chinese, Sandwich, Burger, Healthy Food, Beverages",-0.7319731106880367," Sector 62, Noida",4.0,-0.5690332147925197,3.4,-0.46542399645928534,https://www.zomato.com/ncr/tasty-mornings-sector-62-noida,"RN34, Block B, Sector 62, Noida",91981911,28.6188359,77.3705141,"Chingri Pulao, Kasha Mangsho, Bhetki Paturi, Authentic Bengali Food, Thali, Biryani","Bengali Music, Ample Seating Area, Authenticity, Serving Size, Courteous Staff, Excellent Food",3.7,326,"Chingri Pulao, Kasha Mangsho, Bhetki Paturi, Authentic Bengali Food, Thali, Biryani, Bengali Music, Ample Seating Area, Authenticity, Serving Size, Courteous Staff, Excellent Food",916,335
Bijoli Grill,"Bengali, Chinese, Rolls",-0.28141297507024726," Good Earth City Center, Sector 50, Gurgaon",4.0,-0.4665034133225603,3.9,-0.23321387464087565,https://www.zomato.com/ncr/bijoli-grill-sector-50,"Shop 156/143, Good Earth City Center, Opposite Malibu Town, Sector 50, Gurgaon",91124411,28.42122585,77.0531692,"Breakfast, Quick Service, Preparation, Value for Money, Packaging, Taste",Unknown,3.95,1903,"Breakfast, Quick Service, Preparation, Value for Money, Packaging, Taste, Unknown",109,106
Pizza Vizza,"Pizza, Fast Food",-0.7319731106880367," Mayur Vihar Phase 1, New Delhi",4.0,-0.42151584737145564,4.1,1.6492738607227024,https://www.zomato.com/ncr/pizza-vizza-mayur-vihar-new-delhi,"B-14, Shop 2, Ground Floor, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",9211,28.60775,77.294304,"Lime Mojito, Tandoori Fries, Peri Fries, Oreo Shake, Shakes, Pizzas","Cozy Ambiance, Economical, Live Kitchen, Not very Crowded, Pocket Friendly, Polite Staff",4.05,13936,"Lime Mojito, Tandoori Fries, Peri Fries, Oreo Shake, Shakes, Pizzas, Cozy Ambiance, Economical, Live Kitchen, Not very Crowded, Pocket Friendly, Polite Staff",1151,188
Love Grill,"Italian, Fast Food, Beverages",-0.4315996869428438," Delhi University-GTB Nagar, New Delhi",4.0,-0.5073060894177482,3.9,-0.4687210975804392,https://www.zomato.com/ncr/love-grill-delhi-university-gtb-nagar-new-delhi,"Shop 1, CSC DDA Market, Hudson Lane, Delhi University-GTB Nagar, New Delhi",91783511,28.69446,77.20517,"Get a complimentary night, earn up to 50% of spends as points at 250+ restaurants & much more. Know more",Unknown,3.95,364,"Get a complimentary night, earn up to 50% of spends as points at 250+ restaurants & much more. Know more, Unknown",633,81
Bengali Sweet Centre,"Mithai, North Indian, South Indian, Chinese, Fast Food, Beverages",-0.7319731106880367," South Extension 1, New Delhi",4.0,0.16646117738484198,4.0,1.49226904542966,https://www.zomato.com/ncr/bengali-sweet-centre-south-extension-1-new-delhi,"G19, Main Market, South Extension 1, New Delhi",91112511,28.56950073,77.2210148,"Chicken Korma, Rumali Roti, Afghani Chicken, Butter Naan, Rolls, Butter Chicken","Cozy Ambiance, Cute Little Place, Pocket Friendly, Portion Size, Courteous Staff, Owner",4.0,13498,"Chicken Korma, Rumali Roti, Afghani Chicken, Butter Naan, Rolls, Butter Chicken, Cozy Ambiance, Cute Little Place, Pocket Friendly, Portion Size, Courteous Staff, Owner",703,361
Juneja's Eating Plaza,"North Indian, Chinese, Fast Food, Rolls",-0.7319731106880367," Lodhi Colony, New Delhi",4.0,-0.3964065082359554,4.0,-0.31988053268263505,https://www.zomato.com/ncr/junejas-eating-plaza-lodhi-colony-new-delhi,"74, Mehar Chand Market, Lodhi Colony, New Delhi",91112511,28.58445989,77.22660251,"Coffee and Doughnuts, Choco Walnut Cake, Paneer Puff, Strawberry Cake, Vanilla Cake, White Forest Cake","Cute Cupcakes, Highly Customizable Cakes, Fluffy Cakes, Pretty Decor, Coffee Date, Decorations",4.0,1418,"Coffee and Doughnuts, Choco Walnut Cake, Paneer Puff, Strawberry Cake, Vanilla Cake, White Forest Cake, Cute Cupcakes, Highly Customizable Cakes, Fluffy Cakes, Pretty Decor, Coffee Date, Decorations",848,171
Cake For You,"Bakery, Desserts",-1.0323465344332297," DLF Phase 4, Gurgaon",4.0,-0.4581336336107269,4.0,-0.13916799028034327,https://www.zomato.com/ncr/cake-for-you-dlf-phase-4,"Plot 448, Sector 27, Near Supermart 1, DLF Phase 4, Gurgaon",91971111,28.4643601,77.08997011,"Concept, Friendly Staff, Owner, Cafe, Great Place, Ambience",Unknown,4.0,2510,"Concept, Friendly Staff, Owner, Cafe, Great Place, Ambience, Unknown",71,75
Bob's,"Cafe, Beverages, Fast Food",-0.8821598225606332," Nirvana Courtyard, Sector 50, Gurgaon",4.0,-0.5930963314640407,4.2,-0.4070182051702736,https://www.zomato.com/bobsshakesin,"C-21, Nirvana Courtyard, Nirvana Country, Sector 50, Gurgaon",91981211,28.41395568,77.0655429,"Tandoori Veg Platter, Murgh Malai Tikka, Chicken Tikka Pizza, Veg Spring Rolls, Honey Chilli Potatoes, Chicken 65","Sheesha, Hookah, Prime Location, Decent Ambience, Comfortable Seating, Light Music",4.1,675,"Tandoori Veg Platter, Murgh Malai Tikka, Chicken Tikka Pizza, Veg Spring Rolls, Honey Chilli Potatoes, Chicken 65, Sheesha, Hookah, Prime Location, Decent Ambience, Comfortable Seating, Light Music",181,208
Prime Street Cafe,"North Indian, Chinese, Italian, Pizza, Mughlai, Fast Food, Beverages",0.018960448674945694," Connaught Place, New Delhi",4.0,0.7701315391008273,3.9,-0.4748442853768679,https://www.zomato.com/ncr/prime-street-cafe-connaught-place-new-delhi,"12/13, 1st Floor, F- Block, Inner Circle, Opposite Rajiv Chowk Metro Gate 5, Connaught Place, New Delhi",91114411,28.63155027,77.22050652,"Chicken Momos, Pasta, Starters, Paneer Tikka, Biryani","Ample Seating Area, Good for Large Groups, Relaxed Atmosphere, Serving Size, Great Value, Theme",3.95,1546,"Chicken Momos, Pasta, Starters, Paneer Tikka, Biryani, Ample Seating Area, Good for Large Groups, Relaxed Atmosphere, Serving Size, Great Value, Theme",865,53
The Food Workshop,"North Indian, Chinese, Fast Food, Continental, Beverages",-0.4315996869428438," Raj Nagar, Ghaziabad",4.0,-0.1986704625438909,4.0,0.03997450396901812,https://www.zomato.com/ncr/the-food-workshop-raj-nagar-ghaziabad,"C 84, RDC, Near Petrol Pump, Raj Nagar, Ghaziabad",91120411,28.67699112,77.44288713,"Punjabi Chicken, Andhra Chicken Curry, Chicken 65, Palak Paneer, Mutton Curry, Chilli Potatoes","Gastronomical Experience, Live Music, Fancy Crowd, Great Restaurant, Atmosphere, Waiter",4.0,3899,"Punjabi Chicken, Andhra Chicken Curry, Chicken 65, Palak Paneer, Mutton Curry, Chilli Potatoes, Gastronomical Experience, Live Music, Fancy Crowd, Great Restaurant, Atmosphere, Waiter",841,251
Aromas of Pind,"North Indian, Chinese, Kebab, Italian, Mughlai, Beverages",-0.4315996869428438," Mathura Road, New Delhi",4.0,-0.12125000020943177,4.0,-0.19396267081761506,https://www.zomato.com/ncr/aromas-of-pind-mathura-road-new-delhi,"A38, Mohan Cooperative, Mathura Road, New Delhi",91852811,28.51719692,77.29582523,"Chicken Burrah, Chicken Soup, Tawa Chicken, Panner Tikka, Kebabs, Mutton","Ample Seating Area, Good Options, Good Quality Food, Tamper Proof Packaging, Portion, Main Course",4.0,2483,"Chicken Burrah, Chicken Soup, Tawa Chicken, Panner Tikka, Kebabs, Mutton, Ample Seating Area, Good Options, Good Quality Food, Tamper Proof Packaging, Portion, Main Course",869,186
Kays Bar-Be-Que,"North Indian, Mughlai, Seafood",-0.28141297507024726," Ashok Vihar Phase 1, New Delhi",4.0,-0.3754820589563719,4.0,-0.271523049572378,https://www.zomato.com/ncr/kays-bar-be-que-ashok-vihar-new-delhi,"29, Community Center, Ashok Vihar Phase 1, New Delhi",91112711,28.6932961,77.17302706,"Bang for the Buck, Elegantly Decorated, Cozy Ambiance, Economical, Polite Staff, Great Recommendations",Unknown,4.0,1746,"Bang for the Buck, Elegantly Decorated, Cozy Ambiance, Economical, Polite Staff, Great Recommendations, Unknown",1097,23
Amigos Kitchen And Grill,"North Indian, Fast Food",-0.28141297507024726," Raj Nagar, Ghaziabad",4.0,-0.700857245253896,3.9,-0.44312931268767336,https://www.zomato.com/ncr/amigos-kitchen-and-grill-raj-nagar-ghaziabad,"B 34, RDC, Raj Nagar, Ghaziabad",91935411,28.67375512,77.44362138,"Matar Mushroom, Veg Tandoori Platter, Mixed Vegetables, Chicken Rara, Dum Biryani, Afghani Chicken","Late Night Delivery, Chirpy Crowd, Elegantly Decorated, Cute Little Place, Pocket Friendly, Good Crowd",3.95,342,"Matar Mushroom, Veg Tandoori Platter, Mixed Vegetables, Chicken Rara, Dum Biryani, Afghani Chicken, Late Night Delivery, Chirpy Crowd, Elegantly Decorated, Cute Little Place, Pocket Friendly, Good Crowd",976,251
HR-51,"North Indian, Rolls, Mughlai, Chinese, Kebab",-0.5817863988154403," Sector 31, Faridabad",4.0,-0.015581531347534872,3.9,1.9946844543673958,https://www.zomato.com/ncr/hr-51-sector-31-faridabad,"24/25, Huda Market, Sector 31, Faridabad",91921211,28.44649286,77.3168974,"Worth the Money, Elaborate Menu, Good Quality, Delicious Food, Fresh Food, Good Food",Unknown,3.95,16524,"Worth the Money, Elaborate Menu, Good Quality, Delicious Food, Fresh Food, Good Food, Unknown",1110,308
Mohinga The Taste of Myanmar,"Burmese, Momos, Beverages",-0.7319731106880367," Safdarjung, New Delhi",4.0,-0.6987648003259377,4.0,-0.4585157845863915,https://www.zomato.com/ncr/mohinga-the-taste-of-myanmar-safdarjung-new-delhi,"Shop 2, 70E, Humayunpur, Safdarjung, New Delhi",91798311,28.5614663,77.19378166,"Changezi Chicken, Chicken Korma, Rumali Roti, Veg Biryani","Tasty, Good Taste, Price, Ambiance, Good Food, Quality",4.0,246,"Changezi Chicken, Chicken Korma, Rumali Roti, Veg Biryani, Tasty, Good Taste, Price, Ambiance, Good Food, Quality",161,262
Shama Chicken Corner,North Indian,-0.8821598225606332," Sohna Road, Gurgaon",4.0,-0.19239312776001583,3.8,2.135988788131134,https://www.zomato.com/ncr/shama-chicken-corner-sohna-road,"Shop 17, Fazilpur Chowk, Near Omaxe City Center, Sohna Road, Gurgaon",91971811,28.41154938,77.04229888,"Office Crowd, Casual Seating Area, Good Portions, Cute Little Place, Pocket Friendly, Great Recommendations",Unknown,3.9,17255,"Office Crowd, Casual Seating Area, Good Portions, Cute Little Place, Pocket Friendly, Great Recommendations, Unknown",772,358
Qwick Grab Kathi Rolls & More,"Rolls, Beverages",-1.0323465344332297," Chander Nagar, New Delhi",4.0,-0.5669407698645613,4.1,1.3038632670780093,https://www.zomato.com/ncr/qwick-grab-kathi-rolls-more-chander-nagar-new-delhi,"Shop 1, 2nd Floor, Satnam Park, Chander Nagar, New Delhi",91886111,28.655117,77.282173,"Comfort Food, Great Recommendations, Hygiene, Worth the Money, Good Food",Unknown,4.05,11597,"Comfort Food, Great Recommendations, Hygiene, Worth the Money, Good Food, Unknown",1179,42
Amma Mess,"South Indian, North Indian, Chettinad",-0.8821598225606332," Karol Bagh, New Delhi",4.0,-0.4989363097059148,4.3,0.012341656477442653,https://www.zomato.com/ncr/amma-mess-karol-bagh-new-delhi,"19 & 20, Shastri Market, Gurudwara Road, Karol Bagh, New Delhi",91981911,28.64715498,77.19195273,Quirky Decor Incorporating A Small Library And Few Board Games,Unknown,4.15,3436,"Quirky Decor Incorporating A Small Library And Few Board Games, Unknown",1224,151
Our Story Pub By Sherlock's,"North Indian, Mughlai, Chinese, Fast Food",1.2204541436557177," Sector 18, Noida",4.0,-0.07521621179434798,3.8,-0.4614988760769593,https://www.zomato.com/ncr/our-story-pub-by-sherlocks-sector-18-noida,"G-38, 1st Floor, Sector 18, Noida",91701711,28.56939767,77.32370351,"Kheer, Honey Chilli Potatoes, Drink, Mushroom, Raita, Starters","Good Quality Food, Excellent Food, Nice Food, Preparation, Main Course, Nice Ambience",3.9,823,"Kheer, Honey Chilli Potatoes, Drink, Mushroom, Raita, Starters, Good Quality Food, Excellent Food, Nice Food, Preparation, Main Course, Nice Ambience",1062,289
Fiery Grillss,"North Indian, Chinese, Thai, Continental, Mughlai, Fast Food, Desserts, Beverages",-0.20631961913394903," Crown Plaza Mall, Sector 15, Faridabad, Faridabad",4.0,-0.3817593937402469,4.0,0.1613392261905399,https://www.zomato.com/ncr/fiery-grillss-sector-15-faridabad,"6, Lower Ground Floor, Crown Plaza Mall, Sector 15, Faridabad",9211,28.39811379,77.31288247,"Butter Chicken, Butter Naan, Dal Makhni, Chicken Tikka, Pasta, Noodles","Family Place, Good Quality Food, Crowd, Location, Good Taste, Great Food",4.0,4497,"Butter Chicken, Butter Naan, Dal Makhni, Chicken Tikka, Pasta, Noodles, Family Place, Good Quality Food, Crowd, Location, Good Taste, Great Food",931,61
Chaskaa,"Chinese, North Indian, Fast Food",-0.8821598225606332," Anand Vihar, New Delhi",4.0,-0.2666749227025374,4.1,0.7106990749008952,https://www.zomato.com/ncr/chaskaa-anand-vihar-new-delhi,"Kamal Complex, Local Shopping Centre, Surajmal Vihar, Anand Vihar, New Delhi",91114311,28.65982102,77.30652329,"Roll Mushrooms, Mango Cooler, Brownie Sizzler, Kiwi Mojito, Summer Cooler, Banoffee Pie","Hookah, Sheesha, Decent Price, Cozy, Dj, Fancy Crowd",4.05,8106,"Roll Mushrooms, Mango Cooler, Brownie Sizzler, Kiwi Mojito, Summer Cooler, Banoffee Pie, Hookah, Sheesha, Decent Price, Cozy, Dj, Fancy Crowd",352,15
Pipeline Cafe,"Cafe, Italian, Chinese",-0.28141297507024726," Satyaniketan, New Delhi",4.0,-0.04069087048303513,3.9,-0.3836244876916103,https://www.zomato.com/ncr/pipeline-cafe-satyaniketan-new-delhi,"Shop 37, 2nd Floor, Satyaniketan, New Delhi",9211,28.58809639,77.16785375,"Gourmet Sandwich, Belgian Fries, Mushroom Patty, Mushroom Sandwich, Hot Coffee, Onion Rings","Not very Crowded, Elegantly Decorated, Pocket Friendly, Cosy Place, Great Ambiance, Polite Staff",3.95,1352,"Gourmet Sandwich, Belgian Fries, Mushroom Patty, Mushroom Sandwich, Hot Coffee, Onion Rings, Not very Crowded, Elegantly Decorated, Pocket Friendly, Cosy Place, Great Ambiance, Polite Staff",255,268
Big Fat Sandwich,"American, Pizza, Sandwich, Fast Food, Salad, Beverages, Desserts",0.018960448674945694," Hauz Khas, New Delhi",4.0,-0.22796469153530788,4.0,0.0858199100345865,https://www.zomato.com/ncr/big-fat-sandwich-hauz-khas-new-delhi,"A 15/A, Market Lane, Block E, Hauz Khas, New Delhi",91114911,28.55297713,77.20773518,"Grilled Chicken, Wine, Salads, Desserts, Coffee, Drinks","Friendly Service, Cozy Place, Decor, Friendly Staff, Chef, Ambiance",4.0,4163,"Grilled Chicken, Wine, Salads, Desserts, Coffee, Drinks, Friendly Service, Cozy Place, Decor, Friendly Staff, Chef, Ambiance",11,116
Latitude 28,"Fast Food, North Indian, Italian, Beverages, Desserts",1.5208275674009106," Khan Market, New Delhi",4.0,-0.5041674220258107,3.964299424184261,-0.48552061281679476,https://www.zomato.com/ncr/latitude-28-khan-market-new-delhi,"9, 2nd Floor, Khan Market, New Delhi",91782711,28.59980314,77.22663905,"Relaxed Atmosphere, Family Crowd, Hospitality, Decor, Table, Main Course",Unknown,3.9821497120921308,260,"Relaxed Atmosphere, Family Crowd, Hospitality, Decor, Table, Main Course, Unknown",548,155
Culinaria By Pikwik,"North Indian, Chinese, Continental, Thai",0.018960448674945694," Pitampura, New Delhi",4.0,-0.6098358908877076,3.9,-0.390061685118625,https://www.zomato.com/ncr/culinaria-by-pikwik-pitampura-new-delhi,"66, Shakti Vihar, Pitampura, New Delhi",9172911,28.69405783,77.13062737,"Lahori Chicken, Jeera Rice, Honey Chilli Potato, Paneer Tikka, Pasta, Pizza","Pocket Friendly, Casual Seating Area, Not very Crowded, Fast Delivery Service, Comfort Food, Good Packing",3.95,767,"Lahori Chicken, Jeera Rice, Honey Chilli Potato, Paneer Tikka, Pasta, Pizza, Pocket Friendly, Casual Seating Area, Not very Crowded, Fast Delivery Service, Comfort Food, Good Packing",833,232
Yummy Tummy,"North Indian, Mughlai",-0.8821598225606332," Sector 72, Noida",4.0,-0.5962349988559783,3.6,-0.3099892293191734,https://www.zomato.com/ncr/yummy-tummy-sector-72-noida,"SD-08, Near 24/7 Fitness Gym, Sector 116, Near Sector 72, Noida",9188611,28.56875076,77.39512235,"Waffles, Virgin Mojito, Juice, Nachos, White Sauce Pasta, Chocolate","Food Service, Very Affordable, Cafe, Decor, Interior, Nice Ambience",3.8,1290,"Waffles, Virgin Mojito, Juice, Nachos, White Sauce Pasta, Chocolate, Food Service, Very Affordable, Cafe, Decor, Interior, Nice Ambience",1032,341
