Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude,Known_For2,Known_For22,Average_Rating,Total_Reviews,Known_For,Category_Encoded,Locality_Encoded
Rustom's,"Parsi, Street Food, North Indian, Desserts, Beverages",1.671014279273507," ITO, New Delhi",4.9,1.1990827493322898,4.4,-0.19647474786230373,https://www.zomato.com/ncr/rustoms-ito-new-delhi,"Delhi Parsi Anjuman, LNJP Colony, Bahadur Shah Zafar Road, Near Maulana Azad Medical College Campus, ITO, New Delhi",9199111,28.638167,77.240472,Unknown,Unknown,4.65,3729,"Unknown, Unknown",1143,130
Cafe Lota,"Cafe, South Indian, North Indian, Beverages",0.31933387242013866," Pragati Maidan, New Delhi",4.9,3.1481951997254973,3.9,-0.48018244909683133,https://www.zomato.com/ncr/cafe-lota-pragati-maidan-new-delhi,"National Crafts Museum, Gate 2, Bhairon Marg, Pragati Maidan, New Delhi",91783911,28.613429,77.242471,"Pondicherry Fish Curry, Coconut Rabdi, Sabudana Pop Corn, Chicken Pasanda, Majestic Chicken, Bhapa Doi","Artistic Decor, The Service, Natural Ambience, Fusion Menu, Serene Ambience, Fusion Food",4.4,3785,"Pondicherry Fish Curry, Coconut Rabdi, Sabudana Pop Corn, Chicken Pasanda, Majestic Chicken, Bhapa Doi, Artistic Decor, The Service, Natural Ambience, Fusion Menu, Serene Ambience, Fusion Food",299,233
Burma Burma,"Asian, Burmese, Bubble Tea, Desserts, Salad",0.9200807199105246," Cyber Hub, DLF Cyber City, Gurgaon",4.9,1.9847958197806521,4.4,-0.2916196659298874,https://www.zomato.com/ncr/burma-burma-dlf-cyber-city,"Shop 6, Ground Floor, Building 8, Tower C, Cyber Hub, DLF Cyber City, Gurgaon",91124411,28.49446439,77.08853245,"Coconut Milk Dessert, Honey Caviar, Kaffir Lime Cooler, Samosa Curry, Samosa Soup, Corn Curry","Knowledgeable Staff, Authentic, Soothing Ambience, Dessert Menu, Pure Veg, Cozy",4.65,3874,"Coconut Milk Dessert, Honey Caviar, Kaffir Lime Cooler, Samosa Curry, Samosa Soup, Corn Curry, Knowledgeable Staff, Authentic, Soothing Ambience, Dessert Menu, Pure Veg, Cozy",18,66
The Big Chill,"Continental, American, Italian",0.7698940080379282," Khan Market, New Delhi",4.9,6.013798528564464,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/the-big-chill-khan-market-new-delhi,"68-A, Khan Market, New Delhi",91114211,28.60035007,77.22749334,"Irish Cream Tiramisu, Penne Vodka, Mississippi Mudpie, Iced Tea Pitcher, Tuna Melt, Banofi Pie","Retro Ambience, Yummy Desserts, Big Portions, Big Menu, Happy Place, Great Decor",4.432149712092131,6487,"Irish Cream Tiramisu, Penne Vodka, Mississippi Mudpie, Iced Tea Pitcher, Tuna Melt, Banofi Pie, Retro Ambience, Yummy Desserts, Big Portions, Big Menu, Happy Place, Great Decor",404,155
Carnatic Cafe,South Indian,-0.5817863988154403," Lodhi Colony, New Delhi",4.9,1.861341569031109,4.2,-0.33982014422485146,https://www.zomato.com/ncr/carnatic-cafe-lodhi-colony-new-delhi,"84-85, Meharchand Market, Lodhi Road, Near Lodhi Colony, New Delhi",91966711,28.584296,77.226613,"Malleshwari Dosa, Benne Khali Dosa, Obbattu, Raagi Masala Dosa, Bombat Dosa, Puliyogare","Cosy Ambience, Live Kitchen, Quiet Place, Calm, Cosy Place, Nice Decor",4.550000000000001,3449,"Malleshwari Dosa, Benne Khali Dosa, Obbattu, Raagi Masala Dosa, Bombat Dosa, Puliyogare, Cosy Ambience, Live Kitchen, Quiet Place, Calm, Cosy Place, Nice Decor",1209,171
"Cocktails & Dreams, Speakeasy","Nepalese, Tibetan, Beverages",2.271761126763893," Sector 15, Gurgaon",4.9,0.585996385440492,3.8,-0.48206650688034786,https://www.zomato.com/ncr/cocktails-dreams-speakeasy-sector-15,"SCO 23, Sector 15, Gurgaon",91124411,28.45797541,77.0446267,"Classic Martini, Coktails, Bloody Mary, Calamari, Bacon, Pork","Jazz Music, Band Playing, Bartender, Live Band, Live Performances, Bar Counter",4.35,1324,"Classic Martini, Coktails, Bloody Mary, Calamari, Bacon, Pork, Jazz Music, Band Playing, Bartender, Live Band, Live Performances, Bar Counter",769,284
Natural Ice Cream,"Ice Cream, Desserts",-0.8821598225606332," Connaught Place, New Delhi",4.9,3.4264903751439584,4.5,0.6081749305145385,https://www.zomato.com/NaturalsCP,"L-8, L Block, Outer Circle, Connaught Place, New Delhi",91114411,28.63444917,77.22203437,"Watermelon Ice Cream, Choco Bite, Chocobite, Choco Almond, Roasted Almond Ice Cream, Tender Coconut Ice Cream","Bank for the Buck, Totally Worth it, Coffee Date, Table Service, Happy Place, Great Flavour",4.7,10983,"Watermelon Ice Cream, Choco Bite, Chocobite, Choco Almond, Roasted Almond Ice Cream, Tender Coconut Ice Cream, Bank for the Buck, Totally Worth it, Coffee Date, Table Service, Happy Place, Great Flavour",608,53
Juggernaut,"South Indian, North Indian, Fast Food, Desserts, Beverages",-0.4315996869428438," Kailash Colony, New Delhi",4.8,1.8215851153999003,4.2,-0.3960278680997606,https://www.zomato.com/ncr/juggernaut-kailash-colony-new-delhi,"HS-16, Main Market, Kailash Colony, New Delhi",91114111,28.55293914,77.24094898,"Podi Ghee Idli, Chettinad Idli, Ganne Ka Ras, Pesarattu, Appalam, Chettinad Curry","Everything was very Good, Calm, Lovely Ambience, Soothing Music, Warm Welcome, Ambience was Super Cool",4.5,3053,"Podi Ghee Idli, Chettinad Idli, Ganne Ka Ras, Pesarattu, Appalam, Chettinad Curry, Everything was very Good, Calm, Lovely Ambience, Soothing Music, Warm Welcome, Ambience was Super Cool",1231,146
Comorin,"North Indian, Desserts, Beverages",2.271761126763893," Two Horizon Center, Golf Course Road, Gurgaon",4.8,0.06707004330682013,4.4,-0.4519215823440837,https://www.zomato.com/ncr/comorin-golf-course-road,"101, 1st Floor, Plaza Level, Two Horizon Center, Golf Course Road, Gurgaon",91124511,28.45154524,77.0971011,"Champaran Style Mutton, Gunpowder Idli, Coktails, Sev Puri, Haleem, Chocolate Dessert","Bar Games, Vintage Decor, Soft Music, Fancy Crowd, Great Recommendations, Courteous Staff",4.6,1020,"Champaran Style Mutton, Gunpowder Idli, Coktails, Sev Puri, Haleem, Chocolate Dessert, Bar Games, Vintage Decor, Soft Music, Fancy Crowd, Great Recommendations, Courteous Staff",969,393
Viet:Nom,"Vietnamese, Beverages",1.5208275674009106," Cyber Hub, DLF Cyber City, Gurgaon",4.8,0.6717866274867846,4.0,-0.47421626611569573,https://www.zomato.com/ncr/vietnom-dlf-cyber-city,"17-18, DLF Phase 2, DLF Cyber Hub, Near DLF Cyber City, Gurgaon",91851211,28.49569519,77.08890092,Unknown,Unknown,4.4,1456,"Unknown, Unknown",1276,66
Cafeteria & Co.,"Cafe, Continental, Italian, Fast Food, Oriental, Beverages",0.46952058429273513," Vijay Nagar, New Delhi",4.8,4.696604446414679,4.1,-0.16617281851074656,https://www.zomato.com/ncr/cafeteria-co-vijay-nagar-new-delhi,"G 14, Hudson Lane, Vijay Nagar, New Delhi",91704311,28.69448281,77.2042758,"Peri Peri Chicken Skewer, Tropical Heaven Sundae, Chicken Cannelloni, Banana Nutella Crepe, Chipotle Pizza, Blueberry Ice Cream","Highly Recommended, Amazing Atmosphere, Ambience is very Nice, Classy Place, Affordable, Cordial Staff",4.449999999999999,7265,"Peri Peri Chicken Skewer, Tropical Heaven Sundae, Chicken Cannelloni, Banana Nutella Crepe, Chipotle Pizza, Blueberry Ice Cream, Highly Recommended, Amazing Atmosphere, Ambience is very Nice, Classy Place, Affordable, Cordial Staff",208,405
Sana-Di-Ge,"Mangalorean, Seafood, Goan, South Indian, North Indian, Kerala",1.8212009911461033," Chanakyapuri, New Delhi",4.8,1.359154786321104,4.3,-0.45898679903227063,https://www.zomato.com/ncr/sana-di-ge-chanakyapuri-new-delhi,"22/48, Ground Floor, First Floor And Second Floor, Commercial Complex, Malcha Marg, Chanakayapuri, New Delhi",91114111,28.60191756,77.18709189,"Interiors and the outdoor seating , along with Seafood and authentic South Indian delicacies",Unknown,4.55,2210,"Interiors and the outdoor seating , along with Seafood and authentic South Indian delicacies, Unknown",688,40
Pa Pa Ya,"Asian, Chinese, Thai, Japanese, Sushi, Malaysian, Momos, Beverages",2.271761126763893," Select Citywalk Mall, Saket, New Delhi",4.8,3.4924023903746466,4.3,-0.4663660253510436,https://www.zomato.com/ncr/pa-pa-ya-saket-new-delhi,"A-3, Select Citywalk, District Centre, Saket, New Delhi",918811,28.52842842,77.21840534,Unknown,Unknown,4.55,4202,"Unknown, Unknown",26,348
Yum Yum Cha,"Asian, Japanese, Sushi, Desserts, Beverages, Rolls",1.2204541436557177," Cyber Hub, DLF Cyber City, Gurgaon",4.8,1.0494729369832676,4.2,-0.38503753102924765,https://www.zomato.com/ncr/yum-yum-cha-dlf-cyber-city,"2E, Ground Floor, Tower-A, Building 10, DLF Cyber City, Gurgaon",9198111,28.4950508,77.0876302,"Spicy Basil Noodle, Takoyaki, Crispy Corn Cakes, Chilli Bowl, Sashimi Platter, Mochi Ice Cream","Gastronomical Experience, Happy Place, Themed Decor, Comfortable Seating, Decoration, Fancy Crowd",4.5,2385,"Spicy Basil Noodle, Takoyaki, Crispy Corn Cakes, Chilli Bowl, Sashimi Platter, Mochi Ice Cream, Gastronomical Experience, Happy Place, Themed Decor, Comfortable Seating, Decoration, Fancy Crowd",44,66
Coast Cafe,"Continental, Kerala",0.6197072961653316," Hauz Khas Village, New Delhi",4.8,0.7669928717088897,4.3,-0.15392644291788923,https://www.zomato.com/ncr/coast-cafe-hauz-khas-village-new-delhi,"H-2, 2nd & 3rd Floor, Hauz Khas Village, New Delhi",91114211,28.55481538,77.19520323,"Garam Curry Chicken, Aubergine Curry, Masala Fish Curry, Kerala Fish Fry, Kokum Curry, Avial","Balcony Seating, Classy Decor, Perfect Setting, Calm, Beautiful Cafe, Perfect Ambience",4.55,3587,"Garam Curry Chicken, Aubergine Curry, Masala Fish Curry, Kerala Fish Fry, Kokum Curry, Avial, Balcony Seating, Classy Decor, Perfect Setting, Calm, Beautiful Cafe, Perfect Ambience",448,115
PizzaExpress,"Fast Food, Italian, Beverages, Desserts",0.018960448674945694," Ambience Mall, DLF Phase 3, Gurgaon",4.8,2.446179926395469,4.3,-0.19851581046111327,https://www.zomato.com/ncr/pizzaexpress-dlf-phase-3,"T-317, 3rd Floor, Ambience Mall, DLF Phase 3, Gurgaon",91124511,28.50264536,77.09726773,Unknown,Unknown,4.55,4908,"Unknown, Unknown",543,10
The Big Chill Cakery,"Bakery, Desserts",-0.8821598225606332," DLF Mall of India, Sector 18,  Noida, Noida",4.8,0.1518140628891335,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/the-big-chill-cakery-sector-18-noida,"Ground Floor, DLF Mall Of India, Sector 18, Noida",91120611,28.56788211,77.32097134,"Triple Chocolate Cheesecake, Irish Tiramisu, Mushroom Tart, Irish Cream Coffee, Flaky Pastry, Mississippi Mud","Pretty Decor, Behavior, More Variety, Packed on Weekends, Good Options, Favorite Place",4.38214971209213,884,"Triple Chocolate Cheesecake, Irish Tiramisu, Mushroom Tart, Irish Cream Coffee, Flaky Pastry, Mississippi Mud, Pretty Decor, Behavior, More Variety, Packed on Weekends, Good Options, Favorite Place",71,71
Music & Mountains - Hillside Cafe,"Cafe, Italian, Continental, Fast Food, Salad, Beverages",1.671014279273507," M Block Market, Greater Kailash 1 (GK1), New Delhi",4.7,3.130409417837851,4.3,-0.43135395154069517,https://www.zomato.com/ncr/music-mountains-hillside-cafe-greater-kailash-gk-1-new-delhi,"M-23, M Block Market, Greater Kailash (GK) 1, New Delhi",91782811,28.5497806,77.2358045,Unknown,Unknown,4.5,4079,"Unknown, Unknown",260,174
Gulati,"North Indian, Biryani, Hyderabadi, Mughlai, Kebab",2.271761126763893," Pandara Road Market, New Delhi",4.7,6.036815422772006,4.3,1.1625589333142712,https://www.zomato.com/ncr/gulati-pandara-road-new-delhi,"6, Pandara Road Market, New Delhi",91112311,28.608007,77.23014,"Paneer Gilafi, Neza Kebab, Shahi Veg Platter, Handi Gosht, Methi Paneer, Hyderabadi Veg Biryani","Perfect Family Restaurant, Worth Waiting, Classy Place, Efficient Service, Good for Large Groups, Comfortable Seating Area",4.5,17009,"Paneer Gilafi, Neza Kebab, Shahi Veg Platter, Handi Gosht, Methi Paneer, Hyderabadi Veg Biryani, Perfect Family Restaurant, Worth Waiting, Classy Place, Efficient Service, Good for Large Groups, Comfortable Seating Area",796,225
The Grammar Room,"Continental, Desserts, Beverages",0.31933387242013866," Mehrauli, New Delhi",4.7,0.34431899626130213,3.9,-0.48285153095681305,https://www.zomato.com/ncr/the-grammar-room-mehrauli-new-delhi,"6-8, Kalka Das Marg, Mehrauli, New Delhi",91742911,28.52594107,77.1843309,"Mushroom Melt, Spicy Fries, French Toast, Dessert Counter, Cookie, Mocha","Valet Service, Romantic Seating, Classy Place, Outdoor, Brunch, Cozy",4.3,1088,"Mushroom Melt, Spicy Fries, French Toast, Dessert Counter, Cookie, Mocha, Valet Service, Romantic Seating, Classy Place, Outdoor, Brunch, Cozy",423,191
Chaina Ram Sindhi Confectioners,"Mithai, Street Food",-0.9572531784969315," Chandni Chowk, New Delhi",4.7,0.43534035062749055,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/chaina-ram-sindhi-confectioners-chandni-chowk-delhi,"6499, Fathepuri Chowk, Chandni Chowk, New Delhi",91112411,28.65659478,77.22325142,"Sev Badam, Sohan Halwa, Pinni, Malai Ghewar, Poori Chole, Kaju Barfi","Sweetshop+Restaurant, Breakfast, Owner, Amazing Place, Good Taste, Best Place",4.33214971209213,1155,"Sev Badam, Sohan Halwa, Pinni, Malai Ghewar, Poori Chole, Kaju Barfi, Sweetshop+Restaurant, Breakfast, Owner, Amazing Place, Good Taste, Best Place",708,43
Bo Tai,"Thai, Japanese, Asian, Beverages",2.271761126763893," Mehrauli, New Delhi",4.7,0.47614302672267844,3.9,-0.47876940575919397,https://www.zomato.com/ncr/bo-tai-1-mehrauli-new-delhi,"6/4, Kalka Das Marg, Near Qutub Minar, Mehrauli, New Delhi",91987111,28.52563884,77.18419746,The restaurant uses Bamboo and Copper straws as eco-friendly alternatives.,Unknown,4.3,1240,"The restaurant uses Bamboo and Copper straws as eco-friendly alternatives., Unknown",1264,191
Cafe Wink,"Cafe, Continental, Italian",-0.28141297507024726," Anand Vihar, New Delhi",4.7,2.6700715336870133,4.3,0.4794309819742438,https://www.zomato.com/ncr/cafe-wink-anand-vihar-new-delhi,"G-1, Plot 9, Sikka Galaxy, Shreshtha Vihar, Anand Vihar, New Delhi",9181311,28.6573105,77.3171005,"Bbq Spaghetti, Bbq Lasagna, Veg Omelette, Spaghetti Arrabiata, Pasta Al Forno, Exotica Garlic Bread","Pretty Cafe, Good Food Good Quality, Peaceful Ambience, Affordable, Awesome Cafe, Cute Ambience",4.5,9440,"Bbq Spaghetti, Bbq Lasagna, Veg Omelette, Spaghetti Arrabiata, Pasta Al Forno, Exotica Garlic Bread, Pretty Cafe, Good Food Good Quality, Peaceful Ambience, Affordable, Awesome Cafe, Cute Ambience",204,15
Spezia Bistro,"Pizza, Chinese, Momos, Fast Food, Italian, Beverages, Continental",-0.1312262631976508," Delhi University-GTB Nagar, New Delhi",4.7,3.2329392193078106,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/spezia-bistro-delhi-university-gtb-nagar-new-delhi,"2525, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",9199911,28.69486926,77.20431905,"Baked Chicken Toscana, Spicy Mango Mojito, Classic Chicken Steak, Choco Ball, Mushroom Melt, Blueberry Pie","Variety of Pasta, Great for Birthdays, Quiet, Sit and Read, Cozy Environment, Reasonable Cost",4.33214971209213,3829,"Baked Chicken Toscana, Spicy Mango Mojito, Classic Chicken Steak, Choco Ball, Mushroom Melt, Blueberry Pie, Variety of Pasta, Great for Birthdays, Quiet, Sit and Read, Cozy Environment, Reasonable Cost",1149,81
Evoo - Eatery And Pizzeria,"Cafe, Italian, Desserts, Beverages",0.7698940080379282," Geetanjali Enclave, New Delhi",4.7,0.04509937156325741,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/evoo-eatery-and-pizzeria-geetanjali-enclave-new-delhi,"B-2, Ground Floor, Shivalik, Geetanjali Pancheel Road, Near Sri Aurobindo College, Geetanjali Enclave, New Delhi",91836811,28.53327099,77.20625997,"Grilled Chicken Stuffed, Chocolate Orange, Lamb Shank, Gnocchi, Pepperoni Pizza, Tiramisu","Authentic, Themed Decor, Gastronomical Experience, Cozy, Packed on Weekends, Courteous Staff",4.33214971209213,782,"Grilled Chicken Stuffed, Chocolate Orange, Lamb Shank, Gnocchi, Pepperoni Pizza, Tiramisu, Authentic, Themed Decor, Gastronomical Experience, Cozy, Packed on Weekends, Courteous Staff",262,100
Oh! Calcutta,"Bengali, Desserts",0.7698940080379282," Greater Kailash 2 (GK2), New Delhi",4.7,1.671975303050878,4.4,-0.06694577524554375,https://www.zomato.com/ncr/oh-calcutta-greater-kailash-gk-2-new-delhi,"Plot 4, Local Shopping Centre, Masjid Moth, Greater Kailash 2 (GK 2), New Delhi",9193111,28.53725711,77.23862182,Unknown,Unknown,4.550000000000001,5006,"Unknown, Unknown",110,108
Greenr Cafe,"Cafe, Italian, Mexican, Salad, Healthy Food, Desserts, Mediterranean",0.31933387242013866,"  32nd Avenue, NH8, Gurgaon, Gurgaon",4.7,0.22504963536767592,4.3,-0.38880564659628064,https://www.zomato.com/ncr/greenr-cafe-sector-15,"EL-01, 1st Floor, 32nd Milestone, NH 8, Part 2, Sector 15, Gurgaon",91704311,28.4615361,77.04978224,"A conscious and community oriented space, focussed on nutritive and processed-food-free vegetarianism. Engaging art and lifestyle workshops are an integral part of our experiential cafe.",Unknown,4.5,1573,"A conscious and community oriented space, focussed on nutritive and processed-food-free vegetarianism. Engaging art and lifestyle workshops are an integral part of our experiential cafe., Unknown",270,0
Downtown - Diners & Living Beer Cafe,"Bar Food, North Indian, Fast Food, Italian, Chinese, Beverages",1.8212009911461033," Sector 29, Gurgaon",4.7,4.817966252236264,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/downtown-diners-living-beer-cafe-sector-29,"SCO 34, Main Market, Sector 29, Gurgaon",91958211,28.46814663,77.06374515,"American Fried Chicken, Veg Farm Pizza, Strawberry Margarita, Vegetable Seekh, Dark Beer, Fattoush","Nice Ambience with Music, Xbox, Bowling, Best Pub, Rock Music, Wooden Interiors",4.33214971209213,5344,"American Fried Chicken, Veg Farm Pizza, Strawberry Margarita, Vegetable Seekh, Dark Beer, Fattoush, Nice Ambience with Music, Xbox, Bowling, Best Pub, Rock Music, Wooden Interiors",104,304
Chili's Grill & Bar,"Mexican, Italian, American, Tex-Mex, Beverages, Desserts",0.31933387242013866," Pacific Mall, Tagore Garden, New Delhi",4.7,3.365809472233166,4.3,0.07059044295116138,https://www.zomato.com/ncr/chilis-grill-bar-tagore-garden-new-delhi,"S 8 & 9, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi",91971111,28.64220025,77.10657667,"Molten Chocolate Chunk, Cajun Pasta, Smoked Chicken Leg, Santa Fe Salad, Tripple Dipper, Grilled Chicken Fajita","Variety of Selection, Good Server, Relaxed Atmosphere, Courteous Service, Family Place, Warm Service",4.5,7501,"Molten Chocolate Chunk, Cajun Pasta, Smoked Chicken Leg, Santa Fe Salad, Tripple Dipper, Grilled Chicken Fajita, Variety of Selection, Good Server, Relaxed Atmosphere, Courteous Service, Family Place, Warm Service",696,219
Theos,"Cafe, Desserts, Salad",0.7698940080379282," Sector 41, Noida",4.7,2.0475691676194026,4.3,0.08126677039108826,https://www.zomato.com/ncr/theos-sector-41-noida,"Near HP Petrol Pump, Dynamic House, Main Dadri Road, Sector 41, Noida",9187511,28.56147307,77.36089703,Unknown,Unknown,4.5,6309,"Unknown, Unknown",221,316
Kuuraku,"Japanese, Sushi",1.0702674317831211," Global Foyer Mall, Golf Course Road, Gurgaon",4.7,0.44998746512319904,4.2,-0.45647472198758193,https://www.zomato.com/ncr/kuuraku-golf-course-road,"Ground Floor, Global Foyer Mall, Golf Course Road, Gurgaon",91981811,28.45988429,77.09414564,Unknown,Unknown,4.45,1357,"Unknown, Unknown",661,101
Jom Jom Malay,"Asian, Malaysian, Thai, Chinese, Salad, Momos",1.2204541436557177," Saket, New Delhi",4.7,0.20517140855207153,4.1,-0.4189505711325448,https://www.zomato.com/ncr/jom-jom-malay-saket-new-delhi,"S12-A, 2nd Floor, Select City Walk, Saket, New Delhi",918811,28.52869059,77.21953724,Unknown,Unknown,4.4,1362,"Unknown, Unknown",47,264
Andrea's Eatery,"Asian, Italian, Beverages, Continental, Fast Food, Desserts",1.5208275674009106," Select Citywalk Mall, Saket, New Delhi",4.7,0.6707404050228054,4.1,-0.24624527431019816,https://www.zomato.com/ncr/andreas-eatery-saket-new-delhi,"Shop 48A-51, 1st Floor, Select Citywalk Mall, Saket, New Delhi",91858911,28.52836598,77.21856024,"Katsu Chicken Curry, Spinach Ricotta Ravioli, Mushroom Lasagna, Butter Garlic Prawns, Jasmine Rice, Sauteed Vegetables","Efficient Service, Relaxed Atmosphere, Themed Decor, Courteous Service, Live Kitchen, Good for Large Groups",4.4,2907,"Katsu Chicken Curry, Spinach Ricotta Ravioli, Mushroom Lasagna, Butter Garlic Prawns, Jasmine Rice, Sauteed Vegetables, Efficient Service, Relaxed Atmosphere, Themed Decor, Courteous Service, Live Kitchen, Good for Large Groups",35,348
The Ivy,"Mediterranean, Lebanese, Continental, Desserts",0.46952058429273513," Baani Square, Sector 50, Gurgaon",4.7,0.5336852622415332,4.2,0.41788509437937116,https://www.zomato.com/theivy,"89/90, Ground Floor, Baani Square, Sector 50, Gurgaon",91987111,28.42523183,77.05690317,Unknown,Unknown,4.45,7006,"Unknown, Unknown",689,27
The Saffron Boutique,"North Indian, Mughlai, Chinese",0.9200807199105246," Hajipur, Noida",4.7,1.0201787079918507,4.1,0.324624234095304,https://www.zomato.com/ncr/the-saffron-boutique-hajipur,"26 And 27, Ashirwaad Complex, Sector 104, Near Hajipur, Noida",9199111,28.53913421,77.36620814,Unknown,Unknown,4.4,6877,"Unknown, Unknown",1050,113
Master Koii's,"Asian, Chinese, Thai, Malaysian, Korean",1.370640855528314," Sushant Lok, Gurgaon",4.7,0.09845671722619545,4.3,0.040131508784311154,https://www.zomato.com/ncr/master-koiis-sushant-lok,"Shop 19, Flavor Town, Bestech Chambers, Sushant Lok, Gurgaon",9193211,28.46133832,77.0780021,"Balinese Chicken Satay, Cantonese Chilli Chicken, General Tsos Chicken, Korean Bibimbap, Burmese Chicken Curry, Korean Sushi","Good Food Good Quality, Delivery on Time, Cozy Ambience, Relaxed Atmosphere, Perfect Packaging, Cosy Place",4.5,4184,"Balinese Chicken Satay, Cantonese Chilli Chicken, General Tsos Chicken, Korean Bibimbap, Burmese Chicken Curry, Korean Sushi, Good Food Good Quality, Delivery on Time, Cozy Ambience, Relaxed Atmosphere, Perfect Packaging, Cosy Place",27,374
Kunzum Travel Cafe,Cafe,-0.7319731106880367," Hauz Khas Village, New Delhi",4.7,-0.10137177339382741,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/kunzum-travel-cafe-hauz-khas-village-new-delhi,"T-49, First Floor, Hauz Khas Village, New Delhi",91112711,28.55358321,77.19443243,"Brewed Coffee, Chocolate Cookies, Green Tea, Hot Coffee","Unique Cafe, Free Wifi, Bookshelf, Cozy Environment, Sit and Read, Warm Place",4.33214971209213,642,"Brewed Coffee, Chocolate Cookies, Green Tea, Hot Coffee, Unique Cafe, Free Wifi, Bookshelf, Cozy Environment, Sit and Read, Warm Place",162,115
Echoes Living Room,"Cafe, Continental, Chinese, Fast Food, Desserts, Beverages",-0.28141297507024726," Subhash Nagar, New Delhi",4.7,-0.7699079278765217,3.9,-0.48583462244738085,https://www.zomato.com/ncr/echoes-living-room-subhash-nagar-new-delhi,"Subhash Nagar, New Delhi",91989911,28.63420463,77.11627018,"Cafe, Continental, American, Italian, Mexican, Beverages",Unknown,4.3,4,"Cafe, Continental, American, Italian, Mexican, Beverages, Unknown",197,368
AMA Cafe,"Cafe, Continental, Desserts, Beverages",-0.6568797547517385," Majnu ka Tila, New Delhi",4.6,4.697650668878659,4.3,-0.22159551830919053,https://www.zomato.com/ncr/ama-cafe-majnu-ka-tila-new-delhi,"House 6, New Colony, Majnu ka Tilla, New Delhi",91844911,28.702644,77.228294,"Carrot Cinnamon, Pancakes and Maple Syrup, Pancake Breakfast, Choco Walnut Brownie, Banana Muffin, Apple Cinnamon Cake","Budget Friendly Food, Price Vs Portion Ratio, Aesthetic Ambience, Pretty Cafe, Cozy Vibe, Soothing Ambience",4.449999999999999,6913,"Carrot Cinnamon, Pancakes and Maple Syrup, Pancake Breakfast, Choco Walnut Brownie, Banana Muffin, Apple Cinnamon Cake, Budget Friendly Food, Price Vs Portion Ratio, Aesthetic Ambience, Pretty Cafe, Cozy Vibe, Soothing Ambience",199,183
Leo's,"Pizza, Italian, Beverages",1.0702674317831211," Vasant Vihar, New Delhi",4.6,0.4604496897629908,3.964299424184261,-0.4859916272626739,https://www.zomato.com/ncr/leos-vasant-vihar-new-delhi,"28, Basant Lok Market, Vasant Vihar, New Delhi",91982111,28.55856774,77.16385525,"Pancetta Pizza, Pepperoni Pizza Pie, Parsley Butter, Prosciutto, Quattro Formaggio Pizza, Neapolitan Pizza","Intimate Seating, Quaint Little Place, Service and Quality of Food, Good Food and Good Service, Sit and Read, Good Portion Size",4.282149712092131,1179,"Pancetta Pizza, Pepperoni Pizza Pie, Parsley Butter, Prosciutto, Quattro Formaggio Pizza, Neapolitan Pizza, Intimate Seating, Quaint Little Place, Service and Quality of Food, Good Food and Good Service, Sit and Read, Good Portion Size",1162,402
Pirates of Grill,"North Indian, Mughlai",0.7698940080379282," Ambience Mall, Vasant Kunj, New Delhi",4.6,0.22295719043971757,3.9,-0.48175249724976177,https://www.zomato.com/ncr/pirates-of-grill-vasant-kunj-new-delhi,"T 312 & 313, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi",91742811,28.54102895,77.15504117,Unknown,Unknown,4.25,979,"Unknown, Unknown",1032,11
Roadhouse Cafe,"Cafe, Pizza, Italian, Wraps, Asian, Chinese, Thai, Beverages",-0.1312262631976508," Greater Kailash 1 (GK1), New Delhi",4.6,0.44266390787534476,4.2,-0.2526824717372129,https://www.zomato.com/ncr/roadhouse-cafe-greater-kailash-gk-1-new-delhi,"M 22, Second Floor, Main Market, Greater Kailash 1 (GK 1), New Delhi",9196511,28.54984981,77.23574918,Unknown,Unknown,4.4,2648,"Unknown, Unknown",296,107
Plum By Bent Chair,"Chinese, Japanese, Thai, Asian, Beverages",1.8212009911461033," Aerocity, New Delhi",4.6,1.7399797632095246,3.964299424184261,-0.48583462244738085,https://www.zomato.com/ncr/plum-by-bent-chair-aerocity-new-delhi,"Ground Floor, Worldmark 2, Aerocity, New Delhi",91730311,28.55154,77.122704,"Elderflower Cocktail, Thai Mojito, Cappuccino Frappe, Turnip Cake, Honey Ice Cream, Peach Mocktail","Great Taste Value for Money, Good Quality with Good Taste, Decor is Excellent, Awesome Interiors, Themed Decor, Best Decor",4.282149712092131,2403,"Elderflower Cocktail, Thai Mojito, Cappuccino Frappe, Turnip Cake, Honey Ice Cream, Peach Mocktail, Great Taste Value for Money, Good Quality with Good Taste, Decor is Excellent, Awesome Interiors, Themed Decor, Best Decor",336,4
